envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
440	5760000	5880000	6480000	5160000	5280000	6e+06	
441	5781000	5877000	6477000	5157000	5397000	5997000	
442	5778000	5874000	6474000	5154000	5394000	5994000	
443	5823000	5871000	6471000	5271000	5391000	6111000	
444	5820000	5868000	6468000	5268000	5388000	6108000	
445	5817000	5865000	6465000	5265000	5385000	6105000	
446	5838000	5862000	6582000	5262000	5382000	6102000	
447	5835000	5859000	6579000	5259000	5379000	6099000	
448	5832000	5856000	6576000	5256000	5376000	6096000	
449	5853000	5853000	6693000	5253000	5373000	6093000	
450	5850000	5850000	6690000	5250000	5370000	6090000	
451	5847000	5847000	6687000	5247000	5367000	6087000	
452	5844000	5844000	6684000	5244000	5364000	6084000	
453	5865000	5961000	6681000	5241000	5361000	6081000	
454	5862000	5958000	6678000	5238000	5358000	6078000	
455	5859000	5955000	6675000	5235000	5355000	6075000	
456	5880000	5952000	6672000	5352000	5352000	6072000	
457	5877000	5949000	6669000	5349000	5349000	6069000	
458	5898000	5946000	6786000	5346000	5346000	6066000	
459	5895000	5943000	6783000	5343000	5343000	6063000	
460	5940000	6060000	6780000	5460000	5340000	6060000	
461	5985000	6177000	6777000	5577000	5337000	6057000	
462	5982000	6174000	6774000	5574000	5334000	6054000	
463	6003000	6171000	6771000	5571000	5451000	6051000	
464	6024000	6168000	6768000	5688000	5448000	6048000	
465	6045000	6285000	6765000	5685000	5445000	6045000	
466	6042000	6282000	6762000	5682000	5442000	6042000	
467	6039000	6279000	6759000	5679000	5439000	6039000	
468	6036000	6276000	6756000	5676000	5436000	6036000	
469	6033000	6273000	6753000	5673000	5433000	6033000	
470	6054000	6270000	6870000	5670000	5430000	6030000	
471	6051000	6267000	6867000	5667000	5427000	6027000	
472	6072000	6264000	6864000	5664000	5544000	6024000	
473	6117000	6261000	6861000	5781000	5541000	6141000	
474	6114000	6258000	6858000	5778000	5538000	6138000	
475	6159000	6255000	6975000	5775000	5655000	6135000	
476	6180000	6252000	6972000	5892000	5652000	6132000	
477	6201000	6369000	6969000	5889000	5649000	6129000	
478	6222000	6366000	7086000	5886000	5646000	6126000	
479	6243000	6363000	7083000	5883000	5643000	6243000	
480	6264000	6480000	7080000	5880000	5640000	6240000	
481	6285000	6477000	7197000	5877000	5637000	6237000	
482	6306000	6474000	7194000	5874000	5754000	6234000	
483	6303000	6471000	7191000	5871000	5751000	6231000	
484	6300000	6468000	7188000	5868000	5748000	6228000	
485	6345000	6465000	7305000	5865000	5745000	6345000	
486	6342000	6462000	7302000	5862000	5742000	6342000	
487	6411000	6579000	7419000	5979000	5739000	6339000	
488	6408000	6576000	7416000	5976000	5736000	6336000	
489	6429000	6693000	7413000	5973000	5733000	6333000	
490	6474000	6810000	7410000	6090000	5730000	6330000	
491	6495000	6807000	7407000	6087000	5727000	6447000	
492	6492000	6804000	7404000	6084000	5724000	6444000	
493	6537000	6921000	7401000	6081000	5841000	6441000	
494	6558000	6918000	7398000	6198000	5838000	6438000	
495	6603000	6915000	7395000	6195000	5955000	6555000	
496	6672000	7032000	7392000	6192000	6072000	6672000	
497	6669000	7029000	7389000	6189000	6069000	6669000	
498	6714000	7146000	7386000	6306000	6066000	6666000	
499	6711000	7143000	7383000	6303000	6063000	6663000	
500	6756000	7260000	7380000	6420000	6060000	6660000	
501	6777000	7257000	7377000	6537000	6057000	6657000	
502	6774000	7254000	7374000	6534000	6054000	6654000	
503	6771000	7251000	7371000	6531000	6051000	6651000	
504	6816000	7368000	7368000	6528000	6168000	6648000	
505	6813000	7365000	7365000	6525000	6165000	6645000	
506	6834000	7362000	7362000	6642000	6162000	6642000	
507	6831000	7359000	7359000	6639000	6159000	6639000	
508	6828000	7356000	7356000	6636000	6156000	6636000	
509	6849000	7353000	7353000	6633000	6273000	6633000	
510	6870000	7350000	7350000	6630000	6270000	6750000	
511	6867000	7347000	7347000	6627000	6267000	6747000	
512	6888000	7344000	7344000	6624000	6264000	6864000	
513	6909000	7461000	7341000	6621000	6261000	6861000	
514	6930000	7458000	7338000	6618000	6258000	6978000	
515	6927000	7455000	7335000	6615000	6255000	6975000	
516	6948000	7452000	7332000	6612000	6372000	6972000	
517	6993000	7449000	7449000	6609000	6489000	6969000	
518	7038000	7446000	7566000	6606000	6486000	7086000	
519	7059000	7443000	7563000	6603000	6603000	7083000	
520	7104000	7560000	7560000	6600000	6720000	7080000	
521	7101000	7557000	7557000	6597000	6717000	7077000	
522	7122000	7554000	7554000	6594000	6834000	7074000	
523	7143000	7551000	7551000	6591000	6951000	7071000	
524	7188000	7548000	7548000	6588000	7068000	7188000	
525	7209000	7545000	7545000	6585000	7065000	7305000	
526	7206000	7542000	7542000	6582000	7062000	7302000	
527	7227000	7539000	7539000	6579000	7059000	7419000	
528	7272000	7536000	7656000	6576000	7176000	7416000	
529	7293000	7533000	7653000	6573000	7293000	7413000	
530	7290000	7530000	7650000	6570000	7290000	7410000	
